cino,court_name,date_first_list,date_last_list,date_next_list,date_of_decision,date_of_filing,dt_regis,desgcode,desgname,disp_name,disp_nature,district_code,district_name,state_code,state_name,fil_no,fil_year,reg_no,reg_year,fir_no,fir_year,goshwara_no,police_station,judgment_date,purpose_name,purpose_next,reg_year_date,updated_disp_name,type_name,updated_type_name
ASSN010009412017,District and Sessions Judge Sonitpur Tezpur,2017-08-22,2018-09-10,2018-09-10,2018-09-10,2017-08-22,2017-08-22,3.0,"Addl. Dist. and  Sessions Judge, FTC",CONVICTED,11,6,Sonitpur,6,Assam,1017,2017,45,2017,,0,1,,2018-10-09,Remanded Till,81,2017,Convicted,POCSO Act,POCSO Act
ASSN010006112018,District and Sessions Judge Sonitpur Tezpur,2018-04-19,2020-02-17,2020-02-17,2020-02-17,2018-04-19,2018-04-19,2.0,"Addl.District and Sessions Judge,",Filed,21,6,Sonitpur,6,Assam,443,2018,34,2018,,0,2,,,Appereance,22,2018,Case is filed,POCSO Act,POCSO Act
ASNG010026912017,District and Sessions Judge,2018-01-10,2020-02-29,2020-02-29,2020-02-29,2017-12-21,2017-12-21,2.0,Addl. District & Sessions Judge,ACQUITTED,10,10,Nagaon,6,Assam,2121,2017,88,2017,110,2015,1,RAHA,2020-02-29,Judgement,25,2017,Acquitted,Cases Under POCSO Act,POCSO Act
ASSN010004272017,District and Sessions Judge Sonitpur Tezpur,2017-05-18,2019-05-14,2019-05-14,2019-05-14,2017-05-18,2017-05-18,1.0,District and Sessions Judge,CONVICTED,11,6,Sonitpur,6,Assam,670,2017,19,2017,,0,1,,2019-05-14,Judgement,25,2017,Convicted,POCSO Act,POCSO Act
ASSN010012292018,District and Sessions Judge Sonitpur Tezpur,2018-08-08,2018-12-19,2018-12-19,2018-12-19,2018-08-08,2018-08-08,1.0,District and Sessions Judge,Remand back for trial,22,6,Sonitpur,6,Assam,855,2018,72,2018,133,2018,2,MISSAMARI,,Consideration of Charge(C.C),92,2018,Remand back,POCSO Act,POCSO Act
ASNG010002792018,District and Sessions Judge,2018-02-13,2018-02-13,2018-02-13,2018-02-13,2018-02-13,2018-02-13,1.0,District & Sessions Judge,Transfer to Outside Complex,36,10,Nagaon,6,Assam,210,2018,13,2018,191,2017,2,KAKI,,Hearing,24,2018,Transferred,Cases Under POCSO Act,POCSO Act
ASSN010013352017,District and Sessions Judge Sonitpur Tezpur,2017-10-31,2018-09-06,2018-09-06,2018-09-06,2017-10-31,2017-10-31,1.0,District and Sessions Judge,Disposed of,30,6,Sonitpur,6,Assam,1250,2017,64,2017,,0,1,,,Appereance,22,2017,Disposed,POCSO Act,POCSO Act
ASSN010011162017,District and Sessions Judge Sonitpur Tezpur,2017-09-14,2017-09-14,2017-09-14,2017-09-14,2017-09-14,2017-09-14,1.0,District and Sessions Judge,Filed,21,6,Sonitpur,6,Assam,1098,2017,54,2017,,0,2,,,Appereance,22,2017,Case is filed,POCSO Act,POCSO Act
ASSN010012912018,District and Sessions Judge Sonitpur Tezpur,2018-08-20,2019-08-28,2019-08-28,2019-08-28,2018-08-20,2018-08-20,3.0,"Addl. Dist. and  Sessions Judge, FTC",CONVICTED,11,6,Sonitpur,6,Assam,895,2018,75,2018,1732,2018,1,TEZPUR,,Judgement,25,2018,Convicted,POCSO Act,POCSO Act
ASNG010012722017,District and Sessions Judge,2017-06-14,2017-06-14,2017-06-14,2017-06-14,2017-06-14,2017-06-14,1.0,District & Sessions Judge,Transfer to Outside Complex,36,10,Nagaon,6,Assam,1030,2017,46,2017,152,2016,2,KAKI,,Appearence,22,2017,Transferred,Cases Under POCSO Act,POCSO Act
ASSN010009882017,District and Sessions Judge Sonitpur Tezpur,2017-08-29,2018-09-04,2018-09-04,2018-09-04,2017-08-29,2017-08-29,1.0,District and Sessions Judge,CONVICTED,11,6,Sonitpur,6,Assam,1051,2017,49,2017,,0,1,,2018-04-09,Order,49,2017,Convicted,POCSO Act,POCSO Act
ASSN010007232018,District and Sessions Judge Sonitpur Tezpur,2018-05-07,2018-06-25,2018-06-25,2018-06-25,2018-05-07,2018-05-07,1.0,District and Sessions Judge,Transfer to BNC,56,6,Sonitpur,6,Assam,527,2018,44,2018,,0,2,,,Transfer,1,2018,Transferred,POCSO Act,POCSO Act
ASNG010027262017,District and Sessions Judge,2018-02-19,2019-09-11,2019-09-11,2019-09-11,2017-12-29,2017-12-29,2.0,Addl. District & Sessions Judge,Filed,21,10,Nagaon,6,Assam,2141,2017,97,2017,160,2017,2,SAMAGURI,,Evidence,76,2017,Case is filed,Cases Under POCSO Act,POCSO Act
ASSN010016032018,District and Sessions Judge Sonitpur Tezpur,2018-10-12,2019-09-26,2019-09-26,2019-09-26,2018-10-12,2018-10-12,1.0,District and Sessions Judge,ABATED,13,6,Sonitpur,6,Assam,1100,2018,87,2018,2112,2018,2,TEZPUR,,Report,55,2018,Abated,POCSO Act,POCSO Act
ASNG010012052018,District and Sessions Judge,2018-07-21,2019-07-10,2019-07-10,2019-07-10,2018-06-08,2018-06-08,2.0,Addl. District & Sessions Judge,Filed,21,10,Nagaon,6,Assam,879,2018,43,2018,124,2017,2,DHING,,Evidence,76,2018,Case is filed,Cases Under POCSO Act,POCSO Act
